,pos x,pos y
0,746.8518518518518,693.5
1,746.8518518518518,693.5
2,744.3644859813085,688.626168224299
3,740.9619047619047,683.9142857142857
4,738.8640776699028,680.2135922330098
5,736.0283018867924,675.3490566037735
6,736.0761904761905,675.3714285714286
7,732.3240740740739,669.8425925925926
8,730.0092592592592,665.074074074074
9,723.2710280373833,655.2149532710281
10,720.7307692307692,650.8173076923077
11,716.8,645.8666666666667
12,714.6132075471698,641.4528301886793
13,714.6132075471698,641.4528301886793
14,711.8910891089108,636.6930693069307
15,708.504854368932,632.2815533980582
16,702.7735849056604,627.5377358490566
17,698.242718446602,626.495145631068
18,693.8932038834952,626.5242718446602
19,689.4,626.5727272727273
20,684.1467889908257,625.394495412844
21,680.4368932038835,624.0679611650486
22,676.4190476190478,622.6095238095238
23,672.9903846153846,619.9711538461537
24,670.7864077669902,616.9514563106796
25,668.4528301886793,612.7264150943396
26,666.7941176470587,610.9117647058823
27,664.6603773584906,607.933962264151
28,661.4528301886793,604.8018867924528
29,657.0873786407767,602.4563106796115
30,655.0480769230769,602.6634615384615
31,649.0480769230769,602.0096153846154
32,644.4716981132076,601.4905660377359
33,639.6372549019608,600.0392156862745
34,633.6285714285714,599.6
35,627.9622641509434,598.2641509433962
36,622.6346153846154,597.1057692307693
37,616.3207547169811,597.5471698113207
38,611.2450980392158,597.4509803921569
39,605.6542056074767,597.6448598130843
40,599.7830188679245,597.5471698113207
41,594.7685185185185,597.0925925925926
42,588.0,598.55
43,584.5728155339806,601.0485436893204
44,578.9807692307693,603.75
45,573.2090909090911,606.7727272727273
46,567.2233009708738,609.1359223300972
47,560.6346153846154,612.5673076923077
48,554.7247706422019,614.4495412844037
49,548.2952380952381,616.6285714285714
50,542.1826923076924,618.4423076923077
51,535.2156862745098,620.1764705882352
52,528.8411214953271,622.0467289719627
53,523.126213592233,623.0970873786407
54,517.7027027027027,624.1801801801803
55,511.70093457943926,623.9439252336449
56,507.2718446601942,621.7378640776699
57,501.7524752475247,619.5940594059406
58,496.72164948453616,616.5051546391753
59,491.73,613.36
60,486.1089108910891,610.3960396039604
61,479.96,606.53
62,472.4949494949495,602.6767676767678
63,467.08653846153845,598.8461538461537
64,460.8686868686869,594.9494949494948
65,456.2061855670103,591.0824742268043
66,452.21875,587.0416666666666
67,448.1530612244898,583.3979591836735
68,444.8367346938775,578.7448979591836
69,441.4742268041237,572.9175257731957
70,438.85,567.71
71,436.4711538461538,561.7019230769231
72,432.8484848484849,557.1111111111112
73,430.1958762886598,553.0103092783505
74,428.1075268817205,548.989247311828
75,424.4432989690722,544.0103092783505
76,422.4432989690722,541.2989690721648
77,420.3939393939394,539.9898989898992
78,416.7849462365592,539.3225806451612
79,411.9587628865979,538.9793814432991
80,406.8160919540229,537.3218390804598
81,400.1,535.22
